Name,CR,XP,Race,Class1,Class1_Lvl,Class2,Class2_Lvl,Alignment,Size,Type,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,AC,AC_Touch,AC_Flat-footed,HP,HD,Fort,Ref,Will,Melee,Ranged,Space,Reach,Str,Dex,Con,Int,Wis,Cha,Feats,Skills,RacialMods,Languages,SQ,Environment,Organization,Treasure,Group,Gear,OtherGear,CharacterFlag,CompanionFlag,Speed,Base_Speed,Fly_Speed,Maneuverability,Climb_Speed,Swim_Speed,Burrow_Speed,Speed_Special,Speed_Land,Fly,Climb,Burrow,Swim,VariantParent,ClassArchetypes,CompanionFamiliarLink,AlternateNameForm,id,UniqueMonster,MR,Mythic,MT,Source
Werewolf,2,600,Human,,,,,CE,Medium,humanoid,human,shapechanger,,,,,22,12,20,21,2d10+6,6,2,2,"longsword +6 (1d8+6/19-20), bite +1 (1d6+1 plus trip and curse of lycanthropy)",light crossbow +4 (1d8/19-20),5,5,19,15,17,8,14,8,"Cleave, Combat Reflexes, Improved Initiative, Power Attack","Climb +4, Intimidate +4, Perception +4",,Common,"change shape (human, hybrid, and wolf; polymorph), lycanthropic empathy (wolves and dire wolves)",any land,"solitary, pair, or pack (3-6)","NPC gear (chainmail, longsword, light crossbow with 20 bolts, other treasure)",Lycanthrope,,,0,0,30 ft. (20 ft. in armor),30,(20 in armor),,,,,,1,0,0,0,0,,,NULL,Hybrid Form,263,0,0,0,0,PFRPG Bestiary
Werewolverine,3,800,Human,barbarian,3,,,CN,Medium,humanoid,human,shapechanger,,,,,13,9,11,43,3d12+12 plus 6,7,2,4,battleaxe +8 (1d8+5/x3),throwing axe +4 (1d6+5),5,5,21,13,18,8,12,10,"Power Attack, Skill Focus (Intimidate), Toughness","Climb +9, Intimidate +9, Perception +7, Survival +7",,Common,"change shape (human, hybrid, and wolverine; polymorph), fast movement, trap sense +1, lycanthropic empathy (badgers and wolverines)",cold forests,"solitary, pair, family (3-6), pack (6-10), or troupe (11-20)","NPC gear (battleaxe, 2 daggers, 2 throwing axes, studded leather armor, small wooden shield, other gear)",Lycanthrope,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,Human Form,5002,0,0,0,0,Tome of Horrors 4
Werewolverine,3,800,Human,barbarian,3,,,CN,Medium,humanoid,human,shapechanger,,,,,17,9,15,46,3d12+15 plus 6,8,2,4,"battleaxe +9 (1d8+6/x3), or 2 claws +9 (1d6+6), bite +9 (1d4+6 plus curse of lycanthropy; DC 15)",throwing axe +4 (1d6+6),5,5,23,13,20,8,12,10,"Power Attack, Skill Focus (Intimidate), Toughness","Climb +12, Intimidate +9, Perception +7, Survival +7",,Common,"change shape (human, hybrid, and wolverine; polymorph), fast movement, trap sense +1, lycanthropic empathy (badgers and wolverines)",cold forests,"solitary, pair, family (3-6), pack (6-10), or troupe (11-20)","NPC gear (battleaxe, 2 daggers, 2 throwing axes, studded leather armor, small wooden shield, other gear)",Lycanthrope,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,Hybrid Form,5003,0,0,0,0,Tome of Horrors 4
Whale,10,"9,600",,,,,,N,Gargantuan,animal,,,,,,,22,4,22,157,15d8+90,17,7,7,tail slap +21 (4d6+21) or bite +21 (4d6+21),,20,20,38,6,23,2,11,5,"Diehard, Endurance, Great Fortitude, Improved Bull Rush, Improved Initiative, Iron Will, Power Attack, Skill Focus (Perception)","Perception +23, Swim +30",+4 Perception,,hold breath,any oceans,"solitary, pair, or pod (3-16)",none,,,,0,0,swim 40 ft.,,,,,40,,,0,0,0,0,1,,,NULL,,1392,0,0,0,0,PFRPG Bestiary 2
Whip Jelly,2,600,,,,,,N,Medium,ooze,,,,,,,14,10,14,22,3d8+9,4,1,-4,4 tendrils +2 (1d4 plus 1d4 acid),,5,10,11,10,17,-,1,1,,Climb +8,,,,underground,solitary,incidental,Jelly,,,0,0,"20 ft., climb 20 ft.",20,,,,,,,1,0,1,0,0,,,NULL,,2704,0,0,0,0,Tome of Horrors Complete
Whirlmaw,8,"4,800",,,,,,N,Medium,aberration,,,,,,,20,16,14,102,12d8+48,8,10,8,bite +16 (2d6+9 plus burrowing bite),,5,5,23,22,18,3,10,3,"Flyby Attack, Hover, Improved Initiative, Power Attack, Weapon Focus (bite), Wingover","Fly +18, Perception +8, Stealth +15",,,dust cloud,warm deserts,solitary or flight (2-9),none (eye gems worth 300 gp each),,,,0,0,"10 ft., burrow 10 ft., fly 90 ft. (perfect)",10,90,,,,,,1,1,0,1,0,,,NULL,,3593,0,0,0,0,Inner Sea Bestiary
White Pudding,6,"2,400",,,,,,N,Huge,ooze,,,,,,,3,3,3,94,9d8+54,8,-2,-2,slam +7 (2d6+4 plus 2d6 acid plus grab),,15,10,17,1,21,-,1,1,,Climb +11,,,"camouflage, suction",cold plains and underground,solitary,none,Pudding,,,0,0,"20 ft., climb 20 ft.",20,,,,,,,1,0,1,0,0,,,NULL,,2941,0,0,0,0,Tome of Horrors Complete
White Rider,11,"12,800",,,,,,LN,Medium,fey,,,,,,,27,17,20,136,16d6+80,10,17,15,+1 longsword +14/+9 (1d8+6/19-20),+2 seeking composite longbow +18/+13 (1d8+7/19-20/3),5,5,20,25,20,18,21,21,"Improved Critical (composite longbow), Manyshot, Mounted Archery, Mounted Combat, Point-Blank Shot, Precise Shot, Rapid Shot, Weapon Focus (composite longbow)","Bluff +18, Diplomacy +23, Intimidate +20, Knowledge (arcana) +18, Knowledge (history) +18, Knowledge (nature) +21, Knowledge (planes) +18, Perception +24, Ride +26, Sense Motive +24, Stealth +26",,"Common, Skald, Sylvan; telepathy 60 ft.","conjure mount, Rider's robes",any,solitary,+1 longsword,The White Rider,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,3866,0,0,0,0,Irrisen Land Of Eternal Winter
Wichtlein,3,800,,,,,,NG,Tiny,fey,,,,,,,17,15,14,19,3d6+9,4,6,5,pickaxe +6 (1d3) or touch +6 (slow),,2.50,0,10,16,17,9,14,8,"Alertness, Weapon Finesse","Knowledge (dungeoneering) +3, Perception +10, Profession (miner) +5, Stealth +17 (+25 underground), Survival +5",+8 Stealth while underground,Sylvan,"limited precognition, stonecunning",any underground,"solitary, gang (2-4), or team (5-25)",standard,,,,0,0,"20 ft., earth glide",20,,,,,,,1,0,0,0,0,NULL,,NULL,,5098,0,0,0,0,Tome of Horrors 4
Wickerman,13,"25,600",,,,,,N,Colossal,construct,fire,,,,,,20,5,17,157,14d10+80,4,7,4,2 slams +19 (2d8+13 plus burn and grab),burning brand +9 (4d6+13 plus burn),30,30,37,16,-,-,10,7,,,,,constant blaze,any land,solitary,none,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,5392,0,0,0,0,PFRPG Bestiary 4
Widow Creeper,13,"25,600",,,,,,N,Large,plant,,,,,,,28,9,28,178,17d8+102,15,7,8,2 tentacles +20 (2d8+8 plus grab),,10,10 (20 with tentacles),27,10,21,2,12,6,"Improved Initiative, Improved Iron Will, Iron Will, Lightning Reflexes, Power Attack, Skill Focus (Perception, Stealth), Toughness, Weapon Focus (tentacle)","Climb +21, Perception +19, Stealth +5 (+17 in forests)",+12 Stealth in forests,,improved woodland stride,temperate forests,solitary,standard,,,,0,0,"30 ft., climb 20 ft.",30,,,,,,,1,0,1,0,0,,,NULL,,3428,0,0,0,0,Tome of Horrors Complete
Wight,3,800,,,,,,LE,Medium,undead,,,,,,,15,11,14,26,4d8+8,3,2,5,slam +4 (1d4+1 plus energy drain),,5,5,12,12,-,11,13,15,"Blind-Fight, Skill Focus (Perception)","Intimidate +9, Knowledge (religion) +7, Perception +11, Stealth +16",+8 Stealth,Common,create spawn,any,"solitary, pair, gang (3-6), or pack (7-12)",standard,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,349,0,0,0,0,PFRPG Bestiary
Wight Lord,9,"6,400",,,,,,LE,Medium,undead,,,,,,,24,11,23,115,11d8+66,9,6,9,+1 falchion +17/+12 (2d4+11/15-20 plus energy drain) or slam +15 (1d6+1 plus energy drain),,5,5,24,13,-,13,15,22,"Improved Initiative, Lightning Reflexes, Power Attack, Quick Draw, Vital Strike, Weapon Focus (falchion)","Climb +15, Intimidate +20, Perception +16, Sense Motive +16, Stealth +9",,Common,,any,solitary or platoon (1 wight lord plus 4-6 advanced wights),"NPC gear (full plate, +1 falchion, other treasure)",,,,0,0,30 ft. (40 ft. without armor),30,(40 ft. without armor),,,,,,1,0,0,0,0,,,NULL,,1725,0,0,0,0,Undead Revisited
Wikkawak,4,"1,200",,,,,,CE,Medium,humanoid,goblinoid,,,,,,19,13,16,39,6d8+12,4,8,3,battleaxe +9 (1d8+7/x3),javelin +7 (1d6+5),5,5,20,17,15,12,13,12,"Martial Weapon Proficiency (battleaxe), Nimble Moves, Power Attack","Climb +11, Intimidate +11, Perception +11, Stealth +16, Survival +7","+4 Intimidate, +4 Perception, +4 Stealth","Common, Giant, Goblin","thuggery, trackless step",cold mountains,"solitary, pair, gang (3-6), or warband (7-12 plus 3 warriors of 1st level and 1 chieftain of 3rd-5th level)","NPC gear (mwk studded leather armor, battleaxe, 3 javelins, other treasure)",,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,5393,0,0,0,0,PFRPG Bestiary 4
Willow Dusk,14,"38,400",,,,,,CE,Huge,plant,,,,,,,27,7,27,210,20d8+120,17,7,11,4 slams +23 (2d8+9 plus grab),,15,15,29,8,21,4,16,10,"Ability Focus (aura of misery), Ability Focus (droning), Improved Trip, Iron Will, Lightning Reflexes, Power Attack, Skill Focus (Perception), Skill Focus(Stealth), Toughness, Weapon Focus (slam)","Perception +23, Stealth +6 (+22 in forests)",+16 Stealth in forests,Sylvan,,temperate forests,solitary,incidental,,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,3431,0,0,0,0,Tome of Horrors Complete
Will-o'-Wisp,6,"2,400",,,,,,CE,Small,aberration,air,,,,,,26,26,16,40,9d8,3,12,9,shock +16 touch (2d8 electricity),,5,5,1,29,10,15,16,14,"Alertness, Blind-Fight, Dodge, Improved Initiative, Weapon Finesse","Acrobatics +21, Bluff +11, Escape Artist +21, Fly +31, Perception +17, Stealth +25",,"Aklo, Common",feed on fear,any swamp,"solitary, pair, or string (3-4)",incidental,,,,0,0,fly 50 ft. (perfect),,50,perfect,,,,,0,1,0,0,0,,,NULL,,350,0,0,0,0,PFRPG Bestiary
Wind Walker,5,"1,600",,,,,,N,Large,outsider,air,elemental,extraplanar,,,,17,13,13,59,7d10+21,4,9,6,wind blast +10 (2d6+6),,10,10,18,19,14,12,13,11,"Combat Reflexes, Improved Initiative, Power Attack, Toughness","Bluff +6, Diplomacy +10, Fly +20, Intimidate +10, Knowledge (planes) +11, Perception +11, Sense Motive +8, Stealth +10",,"Auran, Common; telepathy 100 ft.",,any (Elemental Plane of Air),solitary or gang (2-4),standard,,,,0,0,"40 ft., fly 60 ft. (perfect)",40,,perfect,,,,,1,1,0,0,0,,,NULL,,3432,0,0,0,0,Tome of Horrors Complete
Wind Yai,16,"76,800",,,,,,LE,Huge,outsider,air,giant,native,oni,shapechanger,,31,11,28,230,20d10+120,20,9,17,mwk morningstar +32/+27/+22/+17 (3d6+12) or 2 slams +30 (2d6+12),shocking missile +21 touch (4d6 electricity plus deafen),15,15,35,16,22,15,20,21,"Awesome Blow, Cleave, Combat Casting, Combat Reflexes, Great Cleave, Great Fortitude, Improved Bull Rush, Power Attack, Quicken Spell-Like Ability (shout), Weapon Focus (morningstar)","Bluff +28, Disguise +28, Fly +25, Intimidate +28, Perception +28, Perform (string) +28, Sense Motive +28, Stealth +17",,"Common, Giant","change shape (Medium, Large, or Huge humanoid; alter self or giant form II)",temperate mountains,"solitary, gang (2-4), or storm (5-8)","standard (masterwork chain shirt, masterwork morningstar, other treasure)",Oni,,,0,0,"40 ft., fly 60 ft. (good)",40,,good,,,,,1,1,0,0,0,,,NULL,,2499,0,0,0,0,AP 54
Winter Fey,7,"3,200",,,,,,NE,Small,fey,cold,,,,,,22,15,18,68,8d6+40,7,10,7,"Medium scythe +11 (1d6+11/x4 plus 1d6 cold), kick +5 (1d4+7 plus 1d6 cold) or 2 claws +10 (1d4+5 plus 1d6 cold)",,5,5,20,19,20,16,13,15,"Cleave, Improved Initiative, Power Attack, Weapon Focus (scythe)","Acrobatics +15, Bluff +13, Climb +16, Escape Artist +15, Intimidate +10, Knowledge (nature) +14, Perception +12, Sense Motive +12, Stealth +19, Survival +0 (+4 when in cold environments)",+4 Survival when in cold environments,"Aklo, Common, Giant, Sylvan","boot stomp, heavy weapons, ice walking, red cap","temperate forests, mountains, or underground","solitary, pair, or gang (3-12)","NPC gear (leather armor, Medium scythe, other treasure)",Winter Fey,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,4323,0,0,0,0,AP 68
Winter Hag,7,"3,200",,,,,,CE,Medium,monstrous humanoid,cold,,,,,,20,11,19,85,10d10+30,8,8,8,+2 frost quarterstaff +15/+10 (1d6+6 plus 1d6 cold) or 2 claws +13 (1d4+3),,5,5,17,13,16,16,13,18,"Alertness, Blind-Fight, Combat Casting, Deceitful, Great Fortitude","Bluff +18, Craft (alchemy) +11, Diplomacy +9, Disguise +11, Intimidate +17, Knowledge (arcana) +8, Perception +18, Ride +9, Sense Motive +8, Spellcraft +8, Stealth +9 (+13 in snow)",+4 Stealth in snow,"Aklo, Common, Giant","ice staff, icewalking",cold forests or plains,"solitary, patrol (1 plus 1 winter wolf), or coven (3 hags of any type)",standard,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,5394,0,0,0,0,PFRPG Bestiary 4
Winter Wolf,5,"1,600",,,,,,NE,Large,magical beast,cold,,,,,,17,10,16,57,6d10+24,9,6,3,bite +10 (1d8+7 plus 1d6 cold and trip),,10,5,20,13,18,9,13,10,"Improved Initiative, Run, Skill Focus (Perception)","Perception +11, Stealth +4 (+10 in snow), Survival +5","+2 Perception, +2 Stealth (+8 in snow), +2 Survival","Common, Giant",,cold forests and plains,"solitary, pair, or pack (6-11)",standard,Worg,,,0,0,50 ft.,50,,,,,,,1,0,0,0,0,,,NULL,,356,0,0,0,0,PFRPG Bestiary
Winterwight,17,"102,400",,,,,,CE,Medium,undead,cold,,,,,,32,16,26,270,20d8+180,15,14,16,"bite +30 (2d8+15 plus blightfire), 2 claws +30 (2d6+15 plus blightfire)",,5,5,40,23,-,11,18,29,"Blind-Fight, Combat Reflexes, Critical Focus, Greater Vital Strike, Improved Initiative, Improved Vital Strike, Lightning Reflexes, Power Attack, Staggering Critical, Vital Strike","Acrobatics +26, Intimidate +32, Perception +27, Stealth +29",,Common,,any cold land,"solitary, pair, or incursion (3-6)",standard,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,1394,0,0,0,0,PFRPG Bestiary 2
Witch Tree,11,"12,800",,,,,,CE,Huge,plant,,,,,,,21,7,21,115,11d8+66,13,4,6,4 tendrils +16 (2d6+9 plus grab),,15,15,28,9,23,14,13,18,"Alertness, Improved Initiative, Iron Will, Lightning Reflexes, Power Attack, Weapon Focus (tendril)","Bluff +11, Diplomacy +11, Knowledge (arcana) +13, Perception +19, Sense Motive +3, Spellcraft +10",,"Abyssal, Common, Goblin, Sylvan",,temperate forests,"solitary, grove (2-5)",standard,,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,3433,0,0,0,0,Tome of Horrors Complete
Witchcrow,1,400,,,,,,CE,Tiny,magical beast,,,,,,,14,14,12,13,3d10-3,2,5,2,2 talons +4 (1d3-1),,2/1/2002,5,8,15,8,13,12,11,"Combat Expertise, Flyby AttackB, Improved Steal","Fly +15, Knowledge (arcana) +2, Perception +6, Sleight of Hand +11, Spellcraft +3, Stealth +14",+8 Sleight of Hand,"Aklo, Common; speak with animals (birds only)",,cold and temperate forests and plains,"solitary, pair, covey (3-12), or murder (13-30)",standard,,,,0,0,"20 ft., fly 50 ft. (good)",20,,good,,,,,1,1,0,0,0,,,NULL,,4027,0,0,0,0,AP 67
Witch-doll Golem,11,"12,800",,,,,,N,Large,construct,,,,,,,25,9,25,107,14d10+30,4,4,4,2 slams +21 (2d10+8) or needle +21/+16/+11 (2d6+12/19-20),,10,10,26,10,-,-,11,1,,,,,,any,solitary,none,Golem,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2656,0,0,0,0,Tome of Horrors Complete
Witchfire,9,"6,400",,,,,,CE,Medium,undead,incorporeal,,,,,,24,24,17,115,10d8+70,10,11,10,incorporeal touch +13 (8d6 fire plus witchflame),witchflame bolt +13 (8d6 fire plus witchflame),5,5,-,22,-,17,16,25,"Combat Reflexes, Dodge, Improved Initiative, Lightning Reflexes, Mobility","Bluff +17, Fly +14, Intimidate +20, Knowledge (any two) +13, Perception +16, Sense Motive +16, Stealth +19",,"Auran, Common, Giant",sound mimicry (animal noises),any swamps or woodlands,solitary or coven (3 witchfires and hags; see below),standard,,,,0,0,fly 50 ft. (perfect),,50,perfect,,,,,0,1,0,0,0,,,NULL,,1395,0,0,0,0,PFRPG Bestiary 2
Witchwyrd,6,"2,400",,,,,,LN,Medium,monstrous humanoid,,,,,,,19,12,17,68,8d10+24,7,8,9,"ranseur +11/+6 (2d4+4/x3), 2 slams +6 (1d4+1 plus grab) or 4 slams +11 (1d4+3 plus grab)",,5,5 (10 with ranseur),16,15,17,18,13,20,"Deflect ArrowsB, Great Fortitude, Improved Initiative, Iron Will, Persuasive","Appraise +12, Bluff +13, Diplomacy +11, Intimidate +18, Knowledge (arcana) +12, Knowledge (geography) +12, Knowledge (planes) +12, Perception +8, Sense Motive +5, Use Magic Device +9",,"Common, Draconic, one or more planar languages; tongues",,any land,"solitary, entourage (1 witchwyrd and 2-5 humanoid guards), or enclave (2-5 witchwyrds and 11-20 humanoid guards)",double,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,1396,0,0,0,0,PFRPG Bestiary 2
Witherstench,1,400,,,,,,N,Small,magical beast,,,,,,,14,13,12,13,2d10+2,4,5,0,2 claws +5 (1d4-1),,5,5,8,14,12,2,10,4,Weapon Finesse,Perception +5,,,,temperate forests,pack (3-12),standard,,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,3434,0,0,0,0,Tome of Horrors Complete
Witherweed,4,"1,200",,,,,,N,Large,plant,,,,,,,13,9,13,37,5d8+15,7,1,2,5 fronds +5 (1d4+3 plus 1d4 Dex),,10,10,16,10,16,-,13,9,,,,,,temperate forests,solitary,none,,,,0,0,0 ft.,0,,,,,,,1,0,0,0,0,,,NULL,,3435,0,0,0,0,Tome of Horrors Complete
Wizard's Shackle,0.33,135,,,,,,N,Diminutive,magical beast,,,,,,,14,14,14,5,1d10,2,0,0,bite +5 (1d2-5 plus attach),,1,0,1,10,11,1,11,2,Weapon Finesse,Perception +4,,,,any,"colony (2-5), swarm (6-11)",none,,,,0,0,5 ft.,5,,,,,,,1,0,0,0,0,,,NULL,,3436,0,0,0,0,Tome of Horrors Complete
Wolf,1,400,,,,,,N,Medium,animal,,,,,,,14,12,12,13,2d8+4,5,5,1,bite +2 (1d6+1 plus trip),,5,5,13,15,15,2,12,6,Skill Focus (Perception),"Perception +8, Stealth +6, Survival +1 (+5 scent tracking)",+4 Survival when tracking by scent,,,cold or temperate forests,"solitary, pair, or pack (3-12)",none,,,,0,0,50 ft.,50,,,,,,,1,0,0,0,0,,,NULL,,351,0,0,0,0,PFRPG Bestiary
Wolf-in-sheep's-clothing,8,"4,800",,,,,,N,Medium,aberration,,,,,,,21,10,21,97,13d8+39,9,6,10,"bite +12 (1d6+3), 8 tentacles +11 (1d4+1 plus grab and pull)",,5,5 (15 with tentacle),17,10,17,6,14,7,"Great Fortitude, Greater GrappleB, Greater Weapon Focus (tentacle), Improved Initiative, Lightning Reflexes, Multiattack, Skill Focus (Perception), Weapon Focus (tentacle)","Climb +15, Disguise -1 (+11 as tree stump), Knowledge (nature) +4, Perception +14, Sense Motive +8, Stealth +9",+12 Disguise as tree stump,,corpse lure,any forest,solitary,incidental,,,,0,0,"5 ft., burrow 5 ft., climb 5 ft.",5,,,5,,,,1,0,1,1,0,,,NULL,,2229,0,0,0,0,PFRPG Bestiary 3
Wolf-in-sheep's-clothing,8,"4,800",,,,,,N,Medium,aberration,,,,,,,18,10,18,93,11d8+44,7,5,9,"bite +11 (1d6+3), 7 tentacles +10 (1d4+1 plus grab)",,5,5 (10 with tentacle),17,10,19,6,14,8,"Alertness, Improved Initiative, Improved Lightning Reflexes, Lightning Reflexes, Multiattack, Weapon Focus (tentacle)","Perception +20 (+24 vision-based checks), Sense Motive +4, Stealth +14 (+22 in forested surroundings)","+4 Perception for vision-based checks, +8 Stealth in forested surroundings",,lure-growth,temperate forests,"solitary,",none,,,,0,0,5 ft.,5,,,,,,,1,0,0,0,0,,,NULL,,3441,0,0,0,0,Tome of Horrors Complete
Wolf-spider,4,"1,200",,,,,,NE,Large,magical beast,,,,,,,15,12,12,45,6d10+12,7,8,2,bite +8 (1d8+3 plus poison plus trip),,10,5,15,17,14,8,10,2,"Alertness, Improved Initiative, Weapon Finesse","Acrobatics +3, Climb +10, Perception +11, Sense Motive +2, Stealth +8 (+16 in its webs), Survival +2 (+6 tracking by scent),","+4 Perception, +4 Stealth, +4 Survival when tracking by scent","Common, Goblin",,temperate forests,solitary or colony (2-5),standard,,,,0,0,"40 ft., climb 20 ft.",40,,,,,,,1,0,1,0,0,,,NULL,,3442,0,0,0,0,Tome of Horrors Complete
Wolliped,3,800,,,,,,N,Large,animal,,,,,,,15,11,13,30,4d8+12,7,6,1,gore +6 (1d8+6),,10,5,18,14,17,2,11,3,"EnduranceB, Improved Bull Rush, Power Attack","Climb +8, Perception +6",,,,temperate hills,"solitary, pair, or cavalry (3-12)",none,,,,0,1,50 ft.,50,,,,,,,1,0,0,0,0,,,NULL,Combat Trained,4399,0,0,0,0,AP 70
Wolliped,3,800,,,,,,N,Large,animal,,,,,,,15,11,13,30,4d8+12,7,6,1,gore +1 (1d8+2),,10,5,18,14,17,2,11,3,"EnduranceB, Run, Skill Focus (Perception)","Climb +8, Perception +9",,,,temperate hills,"solitary, pair, or herd (3-12)",none,,,,0,1,50 ft.,50,,,,,,,1,0,0,0,0,,,NULL,Domesticated Or Wild,4400,0,0,0,0,AP 70
Wolpertinger,1,400,,,,,,N,Tiny,magical beast,,,,,,,14,14,12,15,2d10+4,5,5,1,"bite +6 (1d3-1 plus bleed 1d4), gore +6 (1d3-1)",,2/1/2002,0,9,14,15,4,13,6,Weapon Finesse,"Fly +6, Perception +5, Stealth +14",,,,temperate forests or hills,"solitary, pair, or pack (3-12)",none,,,,0,0,"40 ft., fly 40 ft. (average)",40,,average,,,,,1,1,0,0,0,,,NULL,,3357,0,0,0,0,AP 61
Wolverine,2,600,,,,,,N,Medium,animal,,,,,,,14,12,12,22,3d8+9,5,5,2,"2 claws +4 (1d6+2), bite +4 (1d4+2)",,5,5,15,15,15,2,12,10,"Skill Focus (Perception), Toughness","Climb +10, Perception +10",,,,cold forests,solitary,none,,,,0,0,"30 ft., burrow 10 ft., climb 10 ft.",30,,,,,10,,1,0,1,1,0,,,NULL,,353,0,0,0,0,PFRPG Bestiary
Wood Elemental,16,"76,800",,,,,,N,Huge,outsider,elemental,native,,,,,26,7,26,252,21d10+105,17,6,15,2 slams +33 (3d6+13/19-20),,15,15,37,8,21,14,12,12,"Awesome Blow, Bleeding Critical, Cleave, Critical Focus, Improved Bull RushB, Improved Critical (slam), Improved Initiative, Improved Natural Attack (slam), Improved Sunder, Iron Will, Power Attack, Weapon Focus (slam)","Intimidate +21, Knowledge (history) +12, Knowledge (local) +25, Knowledge (nature) +25, Knowledge (planes) +25, Perception +24 (+28 in forests), Sense Motive +24 , Stealth +12 (+28 in forests), Survival +24",+4 Perception and +16 Stealth in forests,Sylvan,,any forest or jungle (Prime Material Plane),"solitary, pair or stand (3-6)",none,Elemental,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,4940,0,0,0,0,Tome of Horrors 4
Wood Giant,5,"1,600",,,,,,CG,Large,humanoid,giant,,,,,,18,12,15,52,7d8+21,8,5,4,greatsword +9 (3d6+7/19-20),mwk composite longbow (+5 Str) +9 (2d6+5/x3),10,10,21,16,17,14,14,12,"Deadly Aim, Point Blank Shot, Martial Weapon Proficiency (longbow), Weapon Focus (longbow)","Acrobatics +10, Climb +15, Perception +9, Stealth +6 (+10 in forests)",+4 Stealth in forests,"Common, Giant, Sylvan","change shape 3/day (alter self, giant form I)",temperate and warm forests,"solitary, gang (2-5), clan (6-9 plus 35% noncombatants), trading party (2-5 plus 2-4 wood elves), or hunting party (2-5 plus 2-4 wood elves and 1-4 dire wolves)",standard,Giant,"greatsword, masterwork composite longbow (+5 Str), 20 arrows, leather armor",,1,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,,2637,0,0,0,0,Tome of Horrors Complete
Wood Giant,6,"2,400",,,,,,CG,Large,humanoid,giant,,,,,,20,14,15,67,9d8+27,9,8,7,longsword +10/+5 (2d6+5/19-20) or 2 slams +10 (1d6+5),mwk composite longbow +9/+9/+4 (2d6+5/x3),10,10,20,21,17,14,15,12,"Deadly Aim, Iron Will, Point-Blank Shot, Precise Shot, Rapid Shot","Acrobatics +11 (+15 when jumping), Climb +14, Knowledge (nature) +8, Perception +11, Profession (farmer) +8, Stealth +7 (+11 in forests), Survival +8",+4 Stealth in forests,"Common, Giant, Sylvan; speak with animals",,temperate forests,"solitary, gang (2-4), hunting party (5-9, plus 1-4 dire wolves), or clan (10-40, plus 35% noncombatants, 1-3 druids or witches of 2nd-4th level, 1 ranger chieftain of 3rd-7th level, 4-10 dire wolves, and 2-8 giant eagles)","standard (leather armor, longsword, masterwork composite longbow with 20 arrows, other treasure)",Giant,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,,1231,0,0,0,0,PFRPG Bestiary 2
Wood Golem,6,"2,400",,,,,,N,Medium,construct,,,,,,,19,13,16,64,8d10+20,2,5,5,2 slams +12 (2d6+4),,5,5,18,17,-,-,17,1,,,,,,any,solitary or gang (2-4),none,Golem,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,221,0,0,0,0,PFRPG Bestiary
Wood Golem,6,"2,400",,,,,,N,Medium,construct,,,,,,,19,9,19,64,8d10+20,2,1,2,2 slams +13 (1d8+5),,5,5,20,9,-,-,11,1,,,,,alarm,any,solitary or gang (2-5),none,Golem,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2657,0,0,0,0,Tome of Horrors Complete
